uuid,file_name,file_path,file_type,evidence_category,category,subject,file_size_bytes,confidence_score,location_path
doc-0602,- Section 5_forensic_report.pdf,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022\- Section 5_forensic_report.pdf",PDF,document,Forensic Report/Analysis,  Section 5 forensic report,15809,75,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022"
doc-0603,- Section 6.dwg,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022\- Section 6.dwg",DWG,design_file,Design Files (DWG/CAD),  Section 6,48719,95,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022"
doc-0604,- Section 6.pcp,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022\- Section 6.pcp",OTHER,design_file,Design Files (DWG/CAD),  Section 6,22321,95,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022"
doc-0605,- Section 6_forensic_report.pdf,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022\- Section 6_forensic_report.pdf",PDF,document,Forensic Report/Analysis,  Section 6 forensic report,15807,75,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022"
doc-0606,- Section 7.dwg,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022\- Section 7.dwg",DWG,design_file,Design Files (DWG/CAD),  Section 7,49679,95,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022"
doc-0607,- Section 7.pcp,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022\- Section 7.pcp",OTHER,design_file,Design Files (DWG/CAD),  Section 7,22320,95,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022"
doc-0608,- Section 7_forensic_report.pdf,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022\- Section 7_forensic_report.pdf",PDF,document,Forensic Report/Analysis,  Section 7 forensic report,15806,75,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022"
doc-0609,- Section 8.dwg,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022\- Section 8.dwg",DWG,design_file,Design Files (DWG/CAD),  Section 8,676683,95,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022"
doc-0610,- Section 8.pcp,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022\- Section 8.pcp",OTHER,design_file,Design Files (DWG/CAD),  Section 8,22321,95,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022"
doc-0611,- Section 8_forensic_report.pdf,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022\- Section 8_forensic_report.pdf",PDF,document,Forensic Report/Analysis,  Section 8 forensic report,15813,75,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022"
doc-0612,- Section 9.dwg,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022\- Section 9.dwg",DWG,design_file,Design Files (DWG/CAD),  Section 9,431843,95,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022"
doc-0613,- Section 9.pcp,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022\- Section 9.pcp",OTHER,design_file,Design Files (DWG/CAD),  Section 9,22324,95,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022"
doc-0614,- Section 9_forensic_report.pdf,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022\- Section 9_forensic_report.pdf",PDF,document,Forensic Report/Analysis,  Section 9 forensic report,15811,75,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022"
doc-0615,6075 English Oaks Ln_040722 - Elevation - East.bak,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022\6075 English Oaks Ln_040722 - Elevation - East.bak",OTHER,design_file,Design Files (DWG/CAD),6075 English Oaks Project Document,430348,95,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022"
doc-0616,6075 English Oaks Ln_040722 - Elevation - East.dwg,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022\6075 English Oaks Ln_040722 - Elevation - East.dwg",DWG,design_file,Design Files (DWG/CAD),6075 English Oaks Project Document,168010,95,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022"
doc-0617,6075 English Oaks Ln_040722 - Elevation - East.pcp,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022\6075 English Oaks Ln_040722 - Elevation - East.pcp",OTHER,design_file,Design Files (DWG/CAD),6075 English Oaks Project Document,22325,95,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022"
doc-0618,6075 English Oaks Ln_040722 - Elevation - East_forensic_report.pdf,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022\6075 English Oaks Ln_040722 - Elevation - East_forensic_report.pdf",PDF,document,Forensic Report/Analysis,6075 English Oaks Project Document,15933,75,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022"
doc-0619,6075 English Oaks Ln_040722 - Elevation - North.bak,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022\6075 English Oaks Ln_040722 - Elevation - North.bak",OTHER,design_file,Design Files (DWG/CAD),6075 English Oaks Project Document,53171,95,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022"
doc-0620,6075 English Oaks Ln_040722 - Elevation - North.dwg,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022\6075 English Oaks Ln_040722 - Elevation - North.dwg",DWG,design_file,Design Files (DWG/CAD),6075 English Oaks Project Document,55738,95,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022"
doc-0621,6075 English Oaks Ln_040722 - Elevation - North.pcp,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022\6075 English Oaks Ln_040722 - Elevation - North.pcp",OTHER,design_file,Design Files (DWG/CAD),6075 English Oaks Project Document,22323,95,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022"
doc-0622,6075 English Oaks Ln_040722 - Elevation - North_forensic_report.pdf,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022\6075 English Oaks Ln_040722 - Elevation - North_forensic_report.pdf",PDF,document,Forensic Report/Analysis,6075 English Oaks Project Document,15944,75,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022"
doc-0623,6075 English Oaks Ln_040722 - Elevation - South.bak,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022\6075 English Oaks Ln_040722 - Elevation - South.bak",OTHER,design_file,Design Files (DWG/CAD),6075 English Oaks Project Document,55483,95,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022"
doc-0624,6075 English Oaks Ln_040722 - Elevation - South.dwg,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022\6075 English Oaks Ln_040722 - Elevation - South.dwg",DWG,design_file,Design Files (DWG/CAD),6075 English Oaks Project Document,59860,95,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022"
doc-0625,6075 English Oaks Ln_040722 - Elevation - South.pcp,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022\6075 English Oaks Ln_040722 - Elevation - South.pcp",OTHER,design_file,Design Files (DWG/CAD),6075 English Oaks Project Document,22322,95,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022"
doc-0626,6075 English Oaks Ln_040722 - Elevation - South_forensic_report.pdf,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022\6075 English Oaks Ln_040722 - Elevation - South_forensic_report.pdf",PDF,document,Forensic Report/Analysis,6075 English Oaks Project Document,15944,75,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022"
doc-0627,6075 English Oaks Ln_040722 - Elevation - West.bak,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022\6075 English Oaks Ln_040722 - Elevation - West.bak",OTHER,design_file,Design Files (DWG/CAD),6075 English Oaks Project Document,438685,95,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022"
doc-0628,6075 English Oaks Ln_040722 - Elevation - West.dwg,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022\6075 English Oaks Ln_040722 - Elevation - West.dwg",DWG,design_file,Design Files (DWG/CAD),6075 English Oaks Project Document,454169,95,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022"
doc-0629,6075 English Oaks Ln_040722 - Elevation - West.pcp,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022\6075 English Oaks Ln_040722 - Elevation - West.pcp",OTHER,design_file,Design Files (DWG/CAD),6075 English Oaks Project Document,22325,95,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022"
doc-0630,6075 English Oaks Ln_040722 - Elevation - West_forensic_report.pdf,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022\6075 English Oaks Ln_040722 - Elevation - West_forensic_report.pdf",PDF,document,Forensic Report/Analysis,6075 English Oaks Project Document,15936,75,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022"
doc-0631,6075 English Oaks Ln_040722 - Floor Plan - 0_Level 1 -Floor Plan.bak,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022\6075 English Oaks Ln_040722 - Floor Plan - 0_Level 1 -Floor Plan.bak",OTHER,design_file,Design Files (DWG/CAD),6075 English Oaks Project Document,224358,95,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022"
doc-0632,6075 English Oaks Ln_040722 - Floor Plan - 0_Level 1 -Floor Plan.dwg,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022\6075 English Oaks Ln_040722 - Floor Plan - 0_Level 1 -Floor Plan.dwg",DWG,design_file,Design Files (DWG/CAD),6075 English Oaks Project Document,234768,95,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022"
doc-0633,6075 English Oaks Ln_040722 - Floor Plan - 0_Level 1 -Floor Plan.pcp,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022\6075 English Oaks Ln_040722 - Floor Plan - 0_Level 1 -Floor Plan.pcp",OTHER,design_file,Design Files (DWG/CAD),6075 English Oaks Project Document,22325,95,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022"
doc-0634,6075 English Oaks Ln_040722 - Floor Plan - 0_Level 1 -Floor Plan_forensic_report.pdf,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022\6075 English Oaks Ln_040722 - Floor Plan - 0_Level 1 -Floor Plan_forensic_report.pdf",PDF,document,Forensic Report/Analysis,6075 English Oaks Project Document,16006,75,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022"
doc-0635,6075 English Oaks Ln_040722 - Floor Plan - 0_Level 3 - Roof Plan.dwg,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022\6075 English Oaks Ln_040722 - Floor Plan - 0_Level 3 - Roof Plan.dwg",DWG,design_file,Design Files (DWG/CAD),6075 English Oaks Project Document,26783,95,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022"
doc-0636,6075 English Oaks Ln_040722 - Floor Plan - 0_Level 3 - Roof Plan.pcp,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022\6075 English Oaks Ln_040722 - Floor Plan - 0_Level 3 - Roof Plan.pcp",OTHER,design_file,Design Files (DWG/CAD),6075 English Oaks Project Document,22312,95,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022"
doc-0637,6075 English Oaks Ln_040722 - Floor Plan - 0_Level 3 - Roof Plan_forensic_report.pdf,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022\6075 English Oaks Ln_040722 - Floor Plan - 0_Level 3 - Roof Plan_forensic_report.pdf",PDF,document,Forensic Report/Analysis,6075 English Oaks Project Document,16008,75,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022"
doc-0638,6075 English Oaks Ln_040722 - Floor Plan - 0_Level working 1st fl plan.dwg,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022\6075 English Oaks Ln_040722 - Floor Plan - 0_Level working 1st fl plan.dwg",DWG,design_file,Design Files (DWG/CAD),6075 English Oaks Project Document,240058,95,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022"
doc-0639,6075 English Oaks Ln_040722 - Floor Plan - 0_Level working 1st fl plan.pcp,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022\6075 English Oaks Ln_040722 - Floor Plan - 0_Level working 1st fl plan.pcp",OTHER,design_file,Design Files (DWG/CAD),6075 English Oaks Project Document,22325,95,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022"
doc-0640,6075 English Oaks Ln_040722 - Floor Plan - 0_Level working 1st fl plan_forensic_report.pdf,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022\6075 English Oaks Ln_040722 - Floor Plan - 0_Level working 1st fl plan_forensic_report.pdf",PDF,document,Forensic Report/Analysis,6075 English Oaks Project Document,16048,75,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022"
doc-0641,6075 English Oaks Ln_040722 - Floor Plan - 0_Mezzanine - Floor Plan.dwg,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022\6075 English Oaks Ln_040722 - Floor Plan - 0_Mezzanine - Floor Plan.dwg",DWG,design_file,Design Files (DWG/CAD),6075 English Oaks Project Document,192178,95,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022"
doc-0642,6075 English Oaks Ln_040722 - Floor Plan - 0_Mezzanine - Floor Plan.pcp,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022\6075 English Oaks Ln_040722 - Floor Plan - 0_Mezzanine - Floor Plan.pcp",OTHER,design_file,Design Files (DWG/CAD),6075 English Oaks Project Document,22326,95,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022"
doc-0643,6075 English Oaks Ln_040722 - Floor Plan - 0_Mezzanine - Floor Plan_forensic_report.pdf,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022\6075 English Oaks Ln_040722 - Floor Plan - 0_Mezzanine - Floor Plan_forensic_report.pdf",PDF,document,Forensic Report/Analysis,6075 English Oaks Project Document,16015,75,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022"
doc-0644,Elevation - ISF01.dwg,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022\Elevation - ISF01.dwg",DWG,design_file,Design Files (DWG/CAD),Elevation   ISF01,28161,95,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022"
doc-0645,Elevation - ISF01.pcp,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022\Elevation - ISF01.pcp",OTHER,design_file,Design Files (DWG/CAD),Elevation   ISF01,22319,95,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022"
doc-0646,Elevation - ISF01_forensic_report.pdf,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022\Elevation - ISF01_forensic_report.pdf",PDF,document,Forensic Report/Analysis,Elevation   ISF01 forensic report,15824,75,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022"
doc-0647,Elevation - ISF02.dwg,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022\Elevation - ISF02.dwg",DWG,design_file,Design Files (DWG/CAD),Elevation   ISF02,26885,95,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022"
doc-0648,Elevation - ISF02.pcp,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022\Elevation - ISF02.pcp",OTHER,design_file,Design Files (DWG/CAD),Elevation   ISF02,22319,95,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022"
doc-0649,Elevation - ISF02_forensic_report.pdf,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022\Elevation - ISF02_forensic_report.pdf",PDF,document,Forensic Report/Analysis,Elevation   ISF02 forensic report,15820,75,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022"
doc-0650,ELEVATIONS.bak,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022\ELEVATIONS.bak",OTHER,design_file,Design Files (DWG/CAD),ELEVATIONS,1212141,95,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022"
doc-0651,ELEVATIONS.dwg,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022\ELEVATIONS.dwg",DWG,design_file,Design Files (DWG/CAD),ELEVATIONS,1212141,95,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022"
doc-0652,ELEVATIONS_forensic_report.pdf,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022\ELEVATIONS_forensic_report.pdf",PDF,document,Forensic Report/Analysis,ELEVATIONS forensic report,23850,75,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022"
